username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;sentimiento;rango
Andrea_Q23;2019-11-22 07:35;0;0;"El uribismo habla como si ellos solamente trabajaran si utesdes estan en contra del trabajador MISERABLES ParoNacional ElParoApenasComienza";;;# ParoNacional# ElParoApenasComienza;"1197856151058231297";https://twitter.com/Andrea_Q23/status/1197856151058231297;Muy negativo;0.0015937688790191586
NacionalEH;2019-11-22 07:34;0;1;"Tras el paro Ministerio Publico llama al dialogo en materia social y de paz";;;;"1197855872212459524";https://twitter.com/NacionalEH/status/1197855872212459524;Muy negativo;0.1991259995368948
jorgeicifuentes;2019-11-22 07:33;0;0;"MananasBLU Cacerolazo ParoNacional Paro21Noviembre";;@ NestorMoralesC@ alvaroforeropic;# MananasBLU# Cacerolazo# ParoNacional# Paro21Noviembre;"1197855723318906880";https://twitter.com/jorgeicifuentes/status/1197855723318906880;Muy negativo;0.004168665416252416
dlayton350;2019-11-22 07:30;0;0;"El objetivo de esas personas no tenia que ver con el Paro Nacional No confunde senora periodista";;;;"1197854991819714560";https://twitter.com/dlayton350/status/1197854991819714560;Muy negativo;0.03383359631850982
carguichurio;2019-11-22 07:30;1;1;"El comentario mas elitista que he visto no faltaba menos de usted y pensar que en algun momento admiraba a este senor ParoNacional";;@ Valledupar_Col;# ParoNacional;"1197854776622493697";https://twitter.com/carguichurio/status/1197854776622493697;Muy negativo;0.12826212049621785
LIBARDOHERRERAP;2019-11-22 07:29;0;0;"Villavicencio ejemplo de civismo en el paro nacional";;;;"1197854713724751872";https://twitter.com/LIBARDOHERRERAP/status/1197854713724751872;Muy negativo;0.21552226490685852
LIBARDOHERRERAP;2019-11-22 07:29;0;0;"Comite Nacional de Paro solicita reunion con Duque";;;;"1197854644694855680";https://twitter.com/LIBARDOHERRERAP/status/1197854644694855680;Muy negativo;0.1790951425483111
CaracolRadio;2019-11-22 07:29;5;15;"ParoNacional Tenga encuenta esto antes de salir de su casa Video Se encuetra cerrada estacion Ciudad Universitaria por la Calle 26 Este es su estado";;;# ParoNacional;"1197854537010339846";https://twitter.com/CaracolRadio/status/1197854537010339846;Muy positivo;0.7488757869290641
Nitovane;2019-11-22 07:29;1;1;"Por que no hay servicio de Transmilenio en Soacha Ayer no hubo disturbios ni desmanes en el municipio Nos quieren encerrar que haya caos y deslegitimar el paro nacional";;;;"1197854522669961217";https://twitter.com/Nitovane/status/1197854522669961217;Muy negativo;0.00265950212838991
CaracolRadio;2019-11-22 07:28;5;9;"ParoNacional Perdidas del 60 es lo que se estima que dejo de percibir el comercio por el paro nacional";;;# ParoNacional;"1197854462259453952";https://twitter.com/CaracolRadio/status/1197854462259453952;Muy negativo;0.08862957650095588
soyfelipe10;2019-11-22 07:28;0;1;"Periodismo arrodillado y servil de sus verdugos ParoNacional Cacerolazo ElParoApenasComienza DuqueChao DuqueRenuncie ColombiaDespierta ElParoTieneQueSeguir DeEstoHablamosViejo";;;# ParoNacional# Cacerolazo# ElParoApenasComienza# DuqueChao# DuqueRenuncie# ColombiaDespierta# ElParoTieneQueSeguir# DeEstoHablamosViejohttps;"1197854418588311554";https://twitter.com/soyfelipe10/status/1197854418588311554;Muy negativo;0.002027326831927419
CaracolRadio;2019-11-22 07:28;1;8;"ParoNacional Anuncian que investigaran la intervencion de la Fuerza Publica";;;# ParoNacional;"1197854375135367168";https://twitter.com/CaracolRadio/status/1197854375135367168;Muy negativo;0.02005025662256353
NoticiasCaracol;2019-11-22 07:28;25;75;"Los buenos somos mas nosotros salimos a marchar pacificamente Nelson Alarcon presidente de Fecode sobre el paro nacional LoQueDejaElParo";;;# LoQueDejaElParopic;"1197854263436664833";https://twitter.com/NoticiasCaracol/status/1197854263436664833;Muy negativo;0.15567785035155363
LaOrejaRoja;2019-11-22 07:27;15;25;"Asi de vivio la multitudinaria marcha del 21N en Medellin Cero altercados Los violentos llegaron a la hora de siempre con las intenciones de siempre pero fue mas fuerte el mensaje pacifico de todo el dia Fotorreportaje de LaOrejaRoja ParoNacional Hilo";;@ davidrobertv;# 21N# LaOrejaRoja# ParoNacional;"1197854183225004038";https://twitter.com/LaOrejaRoja/status/1197854183225004038;Tendencia positiva;0.5738740899285596
RedMasNoticias;2019-11-22 07:27;11;9;"Video Asi quedo la estacion Policarpa de luego de haber sido atacada por grupos violentos en medio de las protestas de este jueves en el ParoNacional CacerolazoPara";;@ TransMilenio@ GiovanniCelisS;# Video# ParoNacional# CacerolazoParapic;"1197854167185928192";https://twitter.com/RedMasNoticias/status/1197854167185928192;Muy negativo;0.14022282009693443
EdnaGazabon;2019-11-22 07:27;0;0;"Soy un pedazo de tierra que vale la pena A parar para avanzar viva el paro nacional ElParoTieneQueSeguir DeEstoTeHabloViejo";;;# ElParoTieneQueSeguir# DeEstoTeHabloViejopic;"1197854137528049665";https://twitter.com/EdnaGazabon/status/1197854137528049665;Tendencia negativa;0.29610732233795534
joseivanpuentes;2019-11-22 07:27;0;0;"Comparto y excelente analisis del ParoNacional de en la";;@ ArielAnaliza@ lafm;# ParoNacional;"1197854087473176576";https://twitter.com/joseivanpuentes/status/1197854087473176576;Muy negativo;0.11836671590325246
soyfelipe10;2019-11-22 07:26;0;1;"El simple hecho que las redes sociales nos muestren una perspectiva mas amplia y objetiva de lo que ha sido y sera el ParoNacional nos muestra una vez mas que medios como y siguen al servicio de la mafia politiquera de Colombia ElParoApenasComienza";;@ CaracolTV@ CanalRCN;# ParoNacional# ElParoApenasComienza;"1197853822674186240";https://twitter.com/soyfelipe10/status/1197853822674186240;Muy negativo;0.08755443319660025
AngieMarin21;2019-11-22 07:25;0;0;"Con el discurso de comprendi que el no entendio el mensaje del ParoNacional pero entonces le repetimos no lo queremos en el poder ni a usted ni a su gabinete ni al senado uds debe trabajar para el pueblo no contra de el DuqueRenuncie";;@ IvanDuque;# ParoNacional# DuqueRenuncie;"1197853706173255680";https://twitter.com/AngieMarin21/status/1197853706173255680;Muy negativo;0.027368669142589504
adrianavargas25;2019-11-22 07:24;0;0;"Cacerolazo en toda Bogota luego del paro nacional";;;;"1197853280560390145";https://twitter.com/adrianavargas25/status/1197853280560390145;Muy negativo;0.05796977787065609
DAYVIV;2019-11-22 07:23;0;1;"Cacerolazo ParoNacional Paro21Noviembre ElParoSigue EsporEllos";;;# Cacerolazo# ParoNacional# Paro21Noviembre# ElParoSigue# EsporElloshttps;"1197853000137621506";https://twitter.com/DAYVIV/status/1197853000137621506;Muy negativo;0.004168665416252416
CaracolRadio;2019-11-22 07:22;14;12;"ParoNacional Totalmente destruida Asi amanece la estacion de Ciudad Universitaria";;@ TransMilenio;# ParoNacional;"1197852896219607040";https://twitter.com/CaracolRadio/status/1197852896219607040;Tendencia positiva;0.6329494629827532
jerez_camargo;2019-11-22 07:21;0;0;"Si ustedes jovenes no asumen la direccion de su propio pais nadie va a venir a salvarselo NADIE Cucuta ParoNacional Cacerolazo";;@ UFPSCUCUTA@ GersonLazaroChttps;# Cucuta# ParoNacional# Cacerolazo;"1197852490185822212";https://twitter.com/jerez_camargo/status/1197852490185822212;Muy negativo;0.012459198854704394
jalexiscv;2019-11-22 07:20;0;0;"Chocquibtown y Adriana Lucia tambien marcharon en el paro nacional noticia colombia";;;# noticia# colombia;"1197852232194166786";https://twitter.com/jalexiscv/status/1197852232194166786;Muy negativo;0.17901129467908478
CaracolRadio;2019-11-22 07:19;3;18;"ParoNacional Desde las siete de la noche del jueves varios sectores de la ciudad se unieron a la convocatoria hecha en redes sociales";;;# ParoNacional;"1197852206130745344";https://twitter.com/CaracolRadio/status/1197852206130745344;Tendencia negativa;0.27921167535907354
soyfelipe10;2019-11-22 07:19;0;0;"Ni siquiera los mismos vecinos quieren a este hpta inepto El desgbno de es una verguenza mundial RenuncieDuque ParoNacional Cacerolazo ElParoApenasComienza Paro21Noviembre ElParoSigue";;@ IvanDuque;# RenuncieDuque# ParoNacional# Cacerolazo# ElParoApenasComienza# Paro21Noviembre# ElParoSiguehttps;"1197852173108940806";https://twitter.com/soyfelipe10/status/1197852173108940806;Muy negativo;0.0010640639410067433
DpaolaRusinque;2019-11-22 07:19;0;0;"EstasPerdidoViejo El pais en llamas e sale con semejantes declaraciones tan mediocres Definitivamente el que le habla al oido al presidente y el presidente tiene huevo ParoNacional 21N Cacerolazo Vandalos VocesySonidos";;@ IvanDuque;# EstasPerdidoViejo# ParoNacional# 21N# Cacerolazo# Vandalos# VocesySonidos;"1197851996658819072";https://twitter.com/DpaolaRusinque/status/1197851996658819072;Muy negativo;0.007819669064130536
Danielc7m;2019-11-22 07:18;0;0;"Debe seguir ParoNacional";;;# ParoNacional;"1197851789661523968";https://twitter.com/Danielc7m/status/1197851789661523968;Muy negativo;0.03749212993438875
GustavGWH;2019-11-22 07:18;1;2;"Los capuchos y el ESMAD son los enemigos de las marchas Seguimos Si Paramos Si porque es un paro y en el paro pues se para no paramos de protestar mas bien ParoNacional 22Nov";;;# ParoNacional# 22Nov;"1197851786595491846";https://twitter.com/GustavGWH/status/1197851786595491846;Muy negativo;0.013888200541062755
Vanessa26116846;2019-11-22 07:17;0;5;"Portal de las Americas amanece bloqueado cacerolazo CityNoticias ParoNacional";;;# cacerolazo# CityNoticias# ParoNacional;"1197851720522649602";https://twitter.com/Vanessa26116846/status/1197851720522649602;Muy negativo;0.0017798819176532675
JeissonNavas_;2019-11-22 07:17;1;1;"Amo que en la portada del dia de hoy no haya sido los pocos actos vandalicos que se presentaron en el pais sino este suceso historico Estamos cambiando Colombia Paro21Noviembre Cacerolazo ParoNacional ElParoApenasComienza";;;# Paro21Noviembre# Cacerolazo# ParoNacional# ElParoApenasComienzahttps;"1197851688448733185";https://twitter.com/JeissonNavas_/status/1197851688448733185;Muy negativo;0.0262204291219019
juliantellezp;2019-11-22 07:15;0;0;"paro paronacional 21n";;;# paro# paronacional# 21n;"1197851014797385729";https://twitter.com/juliantellezp/status/1197851014797385729;Muy negativo;0.02482656091031167
CaracolRadio;2019-11-22 07:13;3;5;"ParoNacional aseguro que a pesar de los toques de queda en cuatro poblaciones se recupero la paz en las principales ciudades del pais";;@ CarlosHolmesTru;# ParoNacional;"1197850571031625730";https://twitter.com/CaracolRadio/status/1197850571031625730;Muy negativo;0.1279761786280831
CaracolRadio;2019-11-22 07:12;0;5;"ParoNacional Luego de las manifestaciones y del cacerolazo el mandatario ordeno a la Fuerza Publica garantizar la seguridad";;;# ParoNacional;"1197850366869725186";https://twitter.com/CaracolRadio/status/1197850366869725186;Muy negativo;0.009601513659972017
CaracolRadio;2019-11-22 07:12;55;103;"ParoNacional A esta hora se presentan bloqueos en Soacha Tunal y Molinos";;;# ParoNacional;"1197850300071194625";https://twitter.com/CaracolRadio/status/1197850300071194625;Muy negativo;0.025753787476128196
milefg;2019-11-22 07:11;0;0;"Feliz de la participacion de todo Colombia en el ParoNacional";;;# ParoNacional;"1197850184832737281";https://twitter.com/milefg/status/1197850184832737281;Muy negativo;0.14002348979948923
NoticiasMonter;2019-11-22 07:11;0;0;"Transmilenio hoy asi funcianaran las estaciones tras Paro Nacional Noviembre 2019 Economia actualidad noticiascolombia monteria noticiasmonteria";;;# actualidad# noticiascolombia# monteria# noticiasmonteria;"1197850146492616704";https://twitter.com/NoticiasMonter/status/1197850146492616704;Muy negativo;0.05764939734399436
CaracolRadio;2019-11-22 07:11;23;29;"ParoNacional Video Al parecer los jovenes estaban orgullosos de los danos causados en la ciudad";;;# ParoNacional;"1197850089865318400";https://twitter.com/CaracolRadio/status/1197850089865318400;Muy negativo;0.015913705247096625
kienyke;2019-11-22 07:10;4;6;"LoQueDejaElParo 21N marchas y cacerolazo que pasaran a la historia Conozca el balance del ParoNacional";;;# LoQueDejaElParo# ParoNacional;"1197849931320569857";https://twitter.com/kienyke/status/1197849931320569857;Muy negativo;0.02565995501647654
ElisaCadavid;2019-11-22 07:09;0;0;"LoQueDejaElParo ParoNacional Medellin ElParoApenasComienza";;;# LoQueDejaElParo# ParoNacional# Medellin# ElParoApenasComienzapic;"1197849617951580160";https://twitter.com/ElisaCadavid/status/1197849617951580160;Muy negativo;0.03145281223852383
crhistianbike;2019-11-22 07:09;0;0;"Ayer todos en paro nacional y hoy todos a sus trabajos como si nada Por eso todo seguira igual";;;;"1197849456781213696";https://twitter.com/crhistianbike/status/1197849456781213696;Muy negativo;0.013545786149522879
Carleeeetos;2019-11-22 07:07;5;8;"El Portal Tunal esta jodido La gente se canso de esperar se pararon en la via y ahora si dicen que los servicios estan listos para salir Es que Transmilenio A PROPOSITO retrasa sus servicios para echarle la culpa al paro nacional porque NO TIENEN CONTINGENCIA";;;;"1197849201276858368";https://twitter.com/Carleeeetos/status/1197849201276858368;Muy negativo;0.0021292587950470076
Der_Calo;2019-11-22 07:07;8;10;"Comite Nacional de Paro solicita reunion con Duque";;;;"1197848971202441221";https://twitter.com/Der_Calo/status/1197848971202441221;Muy negativo;0.1790951425483111
margaritamoa;2019-11-22 07:06;0;0;"Y si marchamos razones tenemos todos Momentos para Venga un abrazo ParoNacional";;@ lluevelove;# ParoNacional;"1197848862708445185";https://twitter.com/margaritamoa/status/1197848862708445185;Muy negativo;0.10061047430822162
fecode;2019-11-22 07:05;26;58;"Presidente de Fecode hablara del Paro Nacional de ayer 21 se noviembre y las acciones que vienen en breves minutos en la seccion Al Tablero de Caracol Noticias";;;;"1197848660962209794";https://twitter.com/fecode/status/1197848660962209794;Muy negativo;0.02851715353465214
jalexiscv;2019-11-22 07:05;0;0;"Chocquibtown Adriana Lucia y Carolina Guerra tambien marcharon en el paro nacional noticia colombia";;;# noticia# colombia;"1197848459816185857";https://twitter.com/jalexiscv/status/1197848459816185857;Muy negativo;0.17901129467908478
CaroleLaVie;2019-11-22 07:02;0;0;"Cacerolazo en las calles de Colombia durante la jornada de paro nacional";;;;"1197847928318115841";https://twitter.com/CaroleLaVie/status/1197847928318115841;Muy negativo;0.10047098533961044
cdzr1983;2019-11-22 07:00;0;0;"Colombia Multitudinario paro nacional enfrenta gobierno de Duque via";;@ nacioncl;;"1197847401962311680";https://twitter.com/cdzr1983/status/1197847401962311680;Tendencia negativa;0.2696229873130788
Gusg1028;2019-11-22 07:00;0;1;"Que lindo el periodismo en Colombia No nos van a callar ParoNacional ElParoApenasComienza 22N 21N";;;# ParoNacional# ElParoApenasComienza# 22N# 21Nhttps;"1197847254406762496";https://twitter.com/Gusg1028/status/1197847254406762496;Muy negativo;0.02515495795198038
RevistaSemana;2019-11-22 06:59;31;69;"El paro nacional fue multitudinario al inicio pacifico y despues con brotes de violencia El temor no impidio que los manifestantes salieran a las calles De la respuesta del Gobierno en las proximas horas dependera que el paro no se extienda";;;;"1197847159271546881";https://twitter.com/RevistaSemana/status/1197847159271546881;Muy positivo;0.6708345668574649
WRadioColombia;2019-11-22 06:58;27;34;"LoQueDejaElParo El SuperCade de Suba sufrio saqueos y atentados contra sus instalaciones al finalizar el paro nacional";;;# LoQueDejaElParo;"1197846887476473861";https://twitter.com/WRadioColombia/status/1197846887476473861;Muy negativo;0.08412493215321559
luzmarinarodr18;2019-11-22 06:57;0;1;"ParoNacional Lo dijo Twitter NoMasUribe";;@ NoticiasCaracol@ NoticiasRCN@ NoticiasUno@ ELTIEMPO@ IvanDuque;# ParoNacional# Twitter# NoMasUribe;"1197846596949565441";https://twitter.com/luzmarinarodr18/status/1197846596949565441;Neutral;0.0
Aniriverac;2019-11-22 06:57;0;0;"La estrategia neopopulista del gobierno y el exito del Paro Nacional";;;;"1197846492565921793";https://twitter.com/Aniriverac/status/1197846492565921793;Tendencia negativa;0.27620670771873823
unaciudadanamax;2019-11-22 06:55;0;0;"En Tunja mas de 50 mil personas ano 2013 en el Paro Agrario por la frase desafortunada el tal paro nacional agrario no existe";;;;"1197846139141345280";https://twitter.com/unaciudadanamax/status/1197846139141345280;Muy negativo;0.16830092708112998
ColmundoRadio;2019-11-22 06:54;0;0;"PortalInformativo Analista politico Fue un gran ParoNacional la marcha fue contundente desde el 2008 cuando marchamos en contra de las Farc no se veia tanta participacion ciudadana";;@ nestorrosania;# PortalInformativo# ParoNacional;"1197845863852322816";https://twitter.com/ColmundoRadio/status/1197845863852322816;Muy negativo;0.08806073848887078
luzmarinarodr18;2019-11-22 06:53;0;0;"ParoNacional Dijo Twitter NoMasUribe";;@ NoticiasCaracol@ NoticiasUno@ CMILANOTICIA@ NoticiasRCN@ ELTIEMPO@ IvanDuque;# ParoNacional# Twitter# NoMasUribehttps;"1197845585241485315";https://twitter.com/luzmarinarodr18/status/1197845585241485315;Neutral;0.0
RedMasNoticias;2019-11-22 06:52;4;6;"Video Reporte desde el municipio de Facatativa Cundinamarca luego de las manifestaciones del ParoNacional de este jueves Alexander Gomez en RedMasConexion CacerolazoPara";;@ algonaranjo85@ GiovanniCelisS;# Video# ParoNacional# RedMasConexion# CacerolazoParapic;"1197845212372049920";https://twitter.com/RedMasNoticias/status/1197845212372049920;Muy negativo;0.014731599655510323
NacionalEH;2019-11-22 06:51;1;0;"Colombianos en el exterior se sumaron a las manifestaciones del paro nacional";;;;"1197845043463311360";https://twitter.com/NacionalEH/status/1197845043463311360;Muy positivo;0.6628284864396163
CaracolRadio;2019-11-22 06:50;29;33;"ParoNacional Asi quedo Bogota tras los actos de vandalismo";;;# ParoNacional;"1197844874910785536";https://twitter.com/CaracolRadio/status/1197844874910785536;Muy negativo;0.04104576787778348
nacionpolitica_;2019-11-22 06:50;0;0;"Noviembre 22 de 2019 En dia despues del Paro Nacional en Colombia convocado por centrales obreras estudiantes y movimientos sociales se habla de 1 500 000 colombianos que marcharon en todo el pais Lo historico fue el cacerolazo a lo largo de la noche NacionPolitica";;;# NacionPolitica;"1197844809056227329";https://twitter.com/nacionpolitica_/status/1197844809056227329;Muy negativo;0.12121067026550013
AraucaNoticias;2019-11-22 06:48;0;0;"Fotos disturbios en el paro nacional del 21 de noviembre Otras Ciudades Colombia";;;;"1197844366292930561";https://twitter.com/AraucaNoticias/status/1197844366292930561;Tendencia positiva;0.5644112389411808
MarisolRosasM;2019-11-22 06:47;0;0;"Desadaptados sociales que hacen parte de la policia presentes en el paro nacional de esto te hablamos viejo";;;;"1197844005435969536";https://twitter.com/MarisolRosasM/status/1197844005435969536;Tendencia negativa;0.2542415210902541
NacionalEH;2019-11-22 06:44;0;0;"En video Un paro nacional que empezo en paz y termino en caos y cacerolazos en todo el pais";;;;"1197843370548350976";https://twitter.com/NacionalEH/status/1197843370548350976;Tendencia negativa;0.3479662476481962
NacionalEH;2019-11-22 06:43;0;0;"En video Han hablado los colombianos y los estamos escuchando Duque tras Paro Nacional";;;;"1197843157616136192";https://twitter.com/NacionalEH/status/1197843157616136192;Tendencia negativa;0.3335091857057256
NacionalEH;2019-11-22 06:43;0;0;"Postales que dejo la marcha del Paro Nacional en Barranquilla";;;;"1197843017660588032";https://twitter.com/NacionalEH/status/1197843017660588032;Tendencia positiva;0.620634727437499
NacionalEH;2019-11-22 06:42;0;0;"Dos lecturas sobre el paro";;;;"1197842874634780673";https://twitter.com/NacionalEH/status/1197842874634780673;Tendencia negativa;0.360663766837865
Mrs_Cloud28;2019-11-22 06:42;0;0;"ParoNacional";;;# ParoNacional;"1197842867236098048";https://twitter.com/Mrs_Cloud28/status/1197842867236098048;Muy negativo;0.03145281223852383
PaolaSenadora;2019-11-22 06:42;14;11;"BalanceParo Las ventas del comercio bajaron 80 por las manifestaciones del paro nacional via La Republica";;;# BalanceParo;"1197842710528495617";https://twitter.com/PaolaSenadora/status/1197842710528495617;Tendencia negativa;0.3498435833143884
nacho923;2019-11-22 06:41;0;0;"Todas Obra del innombrable la peste de Colombia ParoNacional AsiVaElParo ParoNacional21N PAROINDEFINIDOYA";;;# ParoNacional# AsiVaElParo# ParoNacional21N# PAROINDEFINIDOYAhttps;"1197842525970669568";https://twitter.com/nacho923/status/1197842525970669568;Muy negativo;0.00841747509746731
nacho923;2019-11-22 06:41;0;0;"Todas Obra del innombrable la peste de Colombia ParoNacional AsiVaElParo ParoNacional21N PAROINDEFINIDOYA";;;# ParoNacional# AsiVaElParo# ParoNacional21N# PAROINDEFINIDOYA;"1197842440540966912";https://twitter.com/nacho923/status/1197842440540966912;Muy negativo;0.00841747509746731
RESERVAACTIVA1;2019-11-22 06:40;0;0;"Paro Nacional organizado por la izquierda Colombia marcho enganada y manipulada por el socialismo";;;;"1197842198924058624";https://twitter.com/RESERVAACTIVA1/status/1197842198924058624;Muy negativo;0.03165935268165101
mipalenque1;2019-11-22 06:39;0;0;"Duque con su discurso de anoche demostro que sigue ciego y sordo El paro nacional con millones que personas que acaban de protestar por hoy dia y noche le parecio una pobre pinatica";;;;"1197842006057332738";https://twitter.com/mipalenque1/status/1197842006057332738;Muy negativo;0.013269951574118533
NoticiasCaracol;2019-11-22 06:38;23;36;"Vandalos incendiaron parte de la Alcaldia de Facatativa en jornada del paro nacional SobreElParoYo";;;# SobreElParoYopic;"1197841758337388545";https://twitter.com/NoticiasCaracol/status/1197841758337388545;Muy negativo;0.04876262358673491
mjoftalmo;2019-11-22 06:36;0;0;"Duele decirlo pero se dejo imponer la agenda por la izmierda violenta del ParoNacional";;@ IvanDuque;# ParoNacional;"1197841179246833666";https://twitter.com/mjoftalmo/status/1197841179246833666;Muy negativo;0.014196522244917908
MarisolRosasM;2019-11-22 06:35;0;0;"Desadaptados sociales que hacen parte de la policia presentes en el paro nacional de esto te hablamos viejo";;;;"1197841136968228864";https://twitter.com/MarisolRosasM/status/1197841136968228864;Tendencia negativa;0.2542415210902541
luzmarinarodr18;2019-11-22 06:33;0;0;"Uribe no puede escribir desde su Twitter No fuimos los Colombianos los que callamos a Uribe fue Twitter ParoNacional";;@ NoticiasCaracol@ CMILANOTICIA@ NoticiasRCN@ ELTIEMPO@ IvanDuque;# Uribe# Twitter# ParoNacional;"1197840473995534337";https://twitter.com/luzmarinarodr18/status/1197840473995534337;Muy negativo;0.005094911154618518
PaoloMiscia;2019-11-22 06:32;0;2;"y mirando medios fue el ganador de la noche Cacerolazo cacerolazonacional ParoNacional 21N Paro21Noviembre loquedejaelparo ElDiaDespues";;@ Citytv;# Cacerolazo# cacerolazonacional# ParoNacional# 21N# Paro21Noviembre# loquedejaelparo# ElDiaDespueshttps;"1197840309981450240";https://twitter.com/PaoloMiscia/status/1197840309981450240;Muy negativo;0.05484744524093324
toligar86;2019-11-22 06:30;0;0;"ElParoApenasComienza ayer en inmediaciones de la UDEA despues de mas de 12 horas de marchas plantones concentraciones y diferentes expresiones de protesta y movilizacion social en la ciudad de Medellin en el marco del ParoNacional sin que se presentara incidente alguno";;;# ElParoApenasComienza# ParoNacional;"1197839727845613575";https://twitter.com/toligar86/status/1197839727845613575;Muy negativo;0.09570822373800116
MarisolRosasM;2019-11-22 06:29;0;0;"Desadaptados sociales que hacen parte de la policia presentes en el paro nacional de esto te hablamos viejo";;;;"1197839580684312577";https://twitter.com/MarisolRosasM/status/1197839580684312577;Tendencia negativa;0.2542415210902541
bgospino;2019-11-22 06:29;0;0;"Hay que hacer mas paro para ver si asi fortalecemos el peso El dolar cayo durante la jornada del paro nacional via";;@ elespectador;;"1197839474073448449";https://twitter.com/bgospino/status/1197839474073448449;Muy negativo;0.17862599281882482
NoticiaBogota;2019-11-22 06:29;0;0;"Fotos disturbios en el paro nacional del 21 de noviembre Otras Ciudades Colombia colombia noticiasbogota bogota actualidad colombiabogota";;;# colombia# noticiasbogota# bogota# actualidad# colombiabogota;"1197839442872020992";https://twitter.com/NoticiaBogota/status/1197839442872020992;Tendencia negativa;0.3466726129458741
AndrosMalv;2019-11-22 06:28;0;0;"Paro nacional ONU preocupada por toques de queda y militares en ciudades";;;;"1197839156652756992";https://twitter.com/AndrosMalv/status/1197839156652756992;Tendencia negativa;0.47224546641847126
MarisolRosasM;2019-11-22 06:27;0;0;"Desadaptados sociales que hacen parte de la policia presentes en el paro nacional de esto te hablamos viejo";;;;"1197839022745440256";https://twitter.com/MarisolRosasM/status/1197839022745440256;Tendencia negativa;0.2542415210902541
NoticiasTunja;2019-11-22 06:27;0;0;"Manifestantes atacan la sede del Congreso durante paro nacional en Bogota Congreso Politica colombia noticiastunja noticias noticiastunja actualidad";;;# colombia# noticiastunja# noticias# noticiastunja# actualidad;"1197839014377803776";https://twitter.com/NoticiasTunja/status/1197839014377803776;Muy negativo;0.16736439041034973
joseivanpuentes;2019-11-22 06:27;0;0;"Dia despues del ParoNacional y Cacerolazo muchos votaron x para no respaldar a quien eligieron Mucho uribista amanecio siendo no uribista y los q no se habian definido politicamente lo hicieron Xeso hay q leer antes d votar se salvo d este pandemonium";;@ IvanDuque@ petrogustavo;# ParoNacional# Cacerolazo# uribista;"1197838969628766208";https://twitter.com/joseivanpuentes/status/1197838969628766208;Muy negativo;0.0016828438642550092
hellocops;2019-11-22 06:26;0;0;"Hoy tengo una sesion y es justo a la hora del paro nacional cdlm";;;;"1197838878662692864";https://twitter.com/hellocops/status/1197838878662692864;Muy negativo;0.0745586755911555
toarma;2019-11-22 06:26;0;0;"Noche de cacerolazos en Bogota ciudadanos respaldan el paro nacional";;;;"1197838776728506369";https://twitter.com/toarma/status/1197838776728506369;Muy negativo;0.14605860056626174
CosmeFulanitoJC;2019-11-22 06:24;0;0;"En que epoca estamos que todavia se cree que la letra con sangre entra Que tristeza el manejo del ESMAD y la ParoNacional";;;# ESMAD# ParoNacional;"1197838346225160193";https://twitter.com/CosmeFulanitoJC/status/1197838346225160193;Muy negativo;0.0171590866733172
RESERVAACTIVA1;2019-11-22 06:24;0;0;"Paro Nacional organizado por la izquierda Colombia marcho enganada y manipulada por el socialismo";;;;"1197838172404801536";https://twitter.com/RESERVAACTIVA1/status/1197838172404801536;Muy negativo;0.03165935268165101
cano_sebas;2019-11-22 06:22;0;0;"Lo digo porque el ParoNacional nada tiene que ver con esa situacion son criminales oportunistas como los que atacaron Transmilenio en Bogota";;;# ParoNacional;"1197837878115684353";https://twitter.com/cano_sebas/status/1197837878115684353;Muy negativo;0.007573660675532033
CiroAlbertorui3;2019-11-22 06:22;0;0;"Se creia el guitarrista de MAD MAX en su mente iba sobre el camion lleno de alto parlantes mientras toca la guitarra y la usa de lanza llamas Sere radical o fantasioso pero para el proximo paro nacional hay que hacerlo";;;;"1197837682552066048";https://twitter.com/CiroAlbertorui3/status/1197837682552066048;Tendencia positiva;0.5100019553567233
dcubillos12;2019-11-22 06:21;0;0;"Estas fueron las palabras de presidente por el paro nacional";;;;"1197837522161799169";https://twitter.com/dcubillos12/status/1197837522161799169;Tendencia negativa;0.38443545616988706
NoticiasCaracol;2019-11-22 06:16;1;22;"Participo usted en el paro nacional Vote aqui Unase a la conversacion con el HT SobreElParoYo";;;# SobreElParoYopic;"1197836175706181632";https://twitter.com/NoticiasCaracol/status/1197836175706181632;Muy negativo;0.20111606211066335
tibuyanos;2019-11-22 06:13;0;1;"Asi fue la MarchaEnPaz que hubo en Tibu durante la jornada del ParoNacional del 21deNov BuenasBuenasTibu la imagen positiva de Tibu y su gente";;;# MarchaEnPaz# Tibu# ParoNacional# 21deNov# BuenasBuenasTibu;"1197835515594194944";https://twitter.com/tibuyanos/status/1197835515594194944;Muy negativo;0.13798602338804525
Gusg1028;2019-11-22 06:13;1;1;"ElParoApenasComienza Bueno fecode sale a decir que el ParoNacional solo fue un dia y de que debe de continuar la lucha Alli que";;@ petrogustavo;# ElParoApenasComienza# ParoNacional;"1197835445222170625";https://twitter.com/Gusg1028/status/1197835445222170625;Muy negativo;0.08900339936069952
A_LejandraC;2019-11-22 06:11;0;0;"Que chimba ir por la calle vueltos mierda por el ESMAD y que la gente saliera con sus cacerolas a gritar que viva el paro nacional uno siente que si vale la pena resistir";;;;"1197834869277167616";https://twitter.com/A_LejandraC/status/1197834869277167616;Muy negativo;0.042053346707420336
